,RL,pocock,kk,gurobi,sequential,random,CA_RO,imballance_RL,imballance_pocock,imballance_kk,imballance_random,imballance_CA_RO,new_RL,new_CA_RO,new_pocock,new_random,new_kk
0,0.14466666666666658,0.28466666666666673,0.17315920841504723,0,0.22200000000000003,0.3381496133788886,0.14466666666666658,0.0,0.0,8.0,16.0,0.0,1.4466666666666659,1.4466666666666659,2.8466666666666676,19.381496133788886,9.731592084150472
1,0.17399999999999996,0.2270101622392584,0.15168918918918922,0,0.15200000000000002,0.17333333333333342,0.14000000000000007,0.0,8.0,2.0,30.0,0.0,1.7399999999999995,1.4000000000000008,10.270101622392584,31.733333333333334,3.516891891891892
2,0.14400000000000004,0.22388888888888872,0.11333333333333333,0,0.3173333333333334,0.20524891774891785,0.14400000000000004,0.0,30.0,0.0,18.0,0.0,1.4400000000000004,1.4400000000000004,32.23888888888889,20.05248917748918,1.1333333333333333
3,0.07200000000000004,0.1668813741277509,0.1536628733997154,0,0.18933333333333335,0.19366071428571435,0.07200000000000004,0.0,12.0,2.0,10.0,0.0,0.7200000000000004,0.7200000000000004,13.668813741277509,11.936607142857143,3.536628733997154
4,0.24066666666666667,0.3189210950080515,0.17450213371266,0,0.4926666666666667,0.24136845891026795,0.09133333333333334,0.0,12.0,2.0,16.0,0.0,2.4066666666666667,0.9133333333333333,15.189210950080515,18.41368458910268,3.7450213371266
5,0.16533333333333333,0.17080344332855085,0.0466666666666667,0,0.2106666666666667,0.20903679653679638,0.10400000000000005,2.0,14.0,0.0,18.0,0.0,3.6533333333333333,1.0400000000000005,15.708034433285508,20.090367965367964,0.46666666666666695
6,0.18466666666666667,0.15568181818181834,0.14533333333333331,0,0.2573333333333333,0.19728466103218842,0.14400000000000002,0.0,18.0,0.0,16.0,0.0,1.8466666666666667,1.4400000000000002,19.556818181818183,17.972846610321884,1.4533333333333331
7,0.10066666666666668,0.19081196581196586,0.1366666666666667,0,0.25,0.15923242082662376,0.10066666666666668,0.0,6.0,0.0,12.0,0.0,1.0066666666666668,1.0066666666666668,7.9081196581196584,13.592324208266238,1.366666666666667
8,0.06733333333333333,0.34722222222222215,0.19251422475106686,0,0.25800000000000006,0.200829024781601,0.06733333333333333,0.0,30.0,2.0,8.0,0.0,0.6733333333333333,0.6733333333333333,33.47222222222222,10.00829024781601,3.9251422475106685
9,0.1666666666666667,0.3643830703012913,0.136,0,0.2746666666666666,0.19221719457013578,0.20133333333333342,0.0,14.0,0.0,20.0,0.0,1.6666666666666672,2.013333333333334,17.643830703012913,21.922171945701358,1.36
10,0.16866666666666666,0.3927777777777777,0.07834015299768718,0,0.20333333333333337,0.2554213633923778,0.12066666666666662,0.0,30.0,4.0,12.0,0.0,1.6866666666666665,1.206666666666666,33.92777777777778,14.554213633923778,4.783401529976872
