,RL,pocock,kk,gurobi,sequential,random,CA_RO,imballance_RL,imballance_pocock,imballance_kk,imballance_random,imballance_CA_RO,new_RL
35,0.2173333333333333,12.240955448201825,0.13199999999999995,0,0.19333333333333336,2.3294452347083925,0.10799999999999996,0.0,12,0,2.0,0,0.2173333333333333
36,0.18000000000000005,10.279464285714285,4.110531933819605,0,0.1906666666666667,24.145977011494253,0.07333333333333336,0.0,10,4,24.0,0,0.18000000000000005
37,0.20666666666666664,10.157321428571429,4.114801636719445,0,0.20133333333333334,10.187142857142858,0.025333333333333326,0.0,10,4,10.0,0,0.20666666666666664
38,0.2586666666666667,8.287644856480656,0.09066666666666665,0,0.30399999999999994,20.196380090497737,0.14933333333333332,0.0,8,0,20.0,0,0.2586666666666667
39,0.20400000000000001,26.387280058651026,2.151280227596017,0,0.36666666666666675,4.308076854652197,0.07333333333333333,0.0,26,2,4.0,0,0.20400000000000001
40,0.1573333333333333,28.19145330631792,2.166002844950213,0,0.3173333333333333,2.119381223328592,0.13333333333333333,0.0,28,2,2.0,0,0.1573333333333333
41,0.21599999999999986,16.248084876820716,2.1548719772403984,0,0.17600000000000002,6.25801282051282,0.11199999999999993,0.0,16,2,6.0,0,0.21599999999999986
42,0.23333333333333328,24.178051450465244,2.164082503556188,0,0.21999999999999997,20.178552036199093,0.10799999999999993,0.0,24,2,20.0,0,0.23333333333333328
43,0.26800000000000007,24.192063492063493,2.0854551920341393,0,0.19866666666666677,16.292591260564645,0.06800000000000003,0.0,24,2,16.0,0,0.26800000000000007
44,0.12133333333333335,12.228824476650564,0.13999999999999996,0,0.23333333333333336,0.4306666666666667,0.08933333333333332,0.0,12,0,0.0,0,0.12133333333333335
45,0.24133333333333334,0.18533333333333327,4.153976160825476,0,0.24133333333333337,32.29750419072453,0.11600000000000003,0.0,0,4,32.0,0,0.24133333333333334
46,0.324,6.239529914529914,0.12400000000000004,0,0.196,6.238141025641026,0.124,0.0,6,0,6.0,0,0.324
47,0.29066666666666663,24.234263820470716,0.10400000000000004,0,0.30133333333333334,4.2346557552037005,0.1306666666666667,0.0,24,0,4.0,0,0.29066666666666663
48,0.17466666666666675,6.339529914529915,0.07600000000000005,0,0.29200000000000004,4.155506137697919,0.12933333333333338,0.0,6,0,4.0,0,0.17466666666666675
49,0.21199999999999997,32.364667535853975,4.144298167585839,0,0.22000000000000003,22.297710755813952,0.16399999999999995,0.0,32,4,22.0,0,0.21199999999999997
50,0.19333333333333338,18.206060606060607,0.11599999999999999,0,0.3586666666666667,16.299136845891027,0.07066666666666668,0.0,18,0,16.0,0,0.19333333333333338
51,0.30799999999999994,6.261645299145299,2.139153627311522,0,0.20666666666666667,12.245893719806764,0.11066666666666662,0.0,6,2,12.0,0,0.30799999999999994
52,0.2573333333333333,12.323403113258186,4.135616438356164,0,0.13999999999999993,10.39107142857143,0.08666666666666664,0.0,12,4,10.0,0,0.2573333333333333
53,0.18133333333333346,12.252173913043478,0.10666666666666674,0,0.272,12.340633387010199,0.14400000000000007,0.0,12,0,12.0,0,0.18133333333333346
54,0.11733333333333326,14.28626255380201,2.159921763869132,0,0.23733333333333329,10.209464285714287,0.07733333333333325,0.0,14,2,10.0,0,0.11733333333333326
55,0.17999999999999994,8.410857550365485,2.152524893314367,0,0.25733333333333336,10.253214285714286,0.068,0.0,8,2,10.0,0,0.17999999999999994
56,0.22399999999999998,6.269337606837607,4.166553993951254,0,0.3466666666666666,4.154171855541718,0.10399999999999997,0.0,6,4,4.0,0,0.22399999999999998
57,0.3640000000000001,28.219211641186224,2.1150426742532007,0,0.30000000000000004,24.32309797482211,0.07866666666666662,0.0,28,2,24.0,0,0.3640000000000001
58,0.13733333333333328,6.2808760683760685,2.060597439544808,0,0.24666666666666673,12.223564143853999,0.11066666666666658,0.0,6,2,12.0,0,0.13733333333333328
59,0.31600000000000006,14.132101865136299,2.118954480796586,0,0.244,14.20864418938307,0.10266666666666666,0.0,14,2,14.0,0,0.31600000000000006
60,0.352,4.285749866571784,2.1637268847795164,0,0.13600000000000004,18.182900432900432,0.09599999999999997,0.0,4,2,18.0,0,0.352
61,0.41066666666666674,16.28552418629743,6.096153846153846,0,0.22933333333333333,14.185760401721664,0.12800000000000003,0.0,16,6,14.0,0,0.41066666666666674
62,0.26399999999999996,4.398576765700053,0.192,0,0.24533333333333335,0.4133333333333334,0.12266666666666676,0.0,4,0,0.0,0,0.26399999999999996
63,0.14266666666666666,14.293364418938307,2.1043741109530583,0,0.30533333333333335,10.219107142857142,0.06266666666666669,0.0,14,2,10.0,0,0.14266666666666666
64,0.1373333333333333,16.319097284661034,4.13333926347625,0,0.21733333333333332,4.388098203166696,0.18266666666666662,0.0,16,4,4.0,0,0.1373333333333333
65,0.26266666666666666,6.419123931623932,4.089966198185376,0,0.1986666666666667,12.175684380032205,0.14266666666666666,0.0,6,4,12.0,0,0.26266666666666666
66,0.18133333333333324,18.32900432900433,2.1182432432432434,0,0.23466666666666663,24.159386973180077,0.06666666666666665,0.0,18,2,24.0,0,0.18133333333333324
67,0.24399999999999997,4.224853228962818,0.09466666666666662,0,0.35066666666666657,28.243046601584087,0.14266666666666666,0.0,4,0,28.0,0,0.24399999999999997
68,0.14933333333333335,30.20888888888889,0.09600000000000002,0,0.10400000000000002,24.15785440613027,0.08000000000000003,0.0,30,0,24.0,0,0.14933333333333335
69,0.208,26.435630498533726,2.086842105263158,0,0.41066666666666674,6.138568376068376,0.11733333333333335,0.0,26,2,6.0,0,0.208
70,0.21066666666666672,16.287430318288077,2.1853485064011378,0,0.19466666666666674,2.18296586059744,0.1813333333333334,0.0,16,2,2.0,0,0.21066666666666672
71,0.2840000000000001,24.351231527093596,6.127029914529914,0,0.16666666666666669,2.22674253200569,0.1373333333333333,0.0,24,6,2.0,0,0.2840000000000001
72,0.3866666666666667,12.227697262479872,2.084530583214794,0,0.20000000000000004,0.20533333333333334,0.08800000000000005,0.0,12,2,0.0,0,0.3866666666666667
73,0.33866666666666667,10.23482142857143,0.1333333333333334,0,0.2453333333333334,24.24991789819376,0.12266666666666663,0.0,10,0,24.0,0,0.33866666666666667
74,0.31466666666666676,10.274821428571428,0.13599999999999995,0,0.34933333333333333,8.21986093777857,0.07999999999999999,0.0,10,0,8.0,0,0.31466666666666676
75,0.1786666666666667,30.202222222222222,2.0907894736842105,0,0.19466666666666665,14.25606169296987,0.11200000000000007,0.0,30,2,14.0,0,0.1786666666666667
76,0.43866666666666665,10.418571428571429,0.15066666666666664,0,0.32133333333333336,8.234462471028705,0.12133333333333335,0.0,10,0,8.0,0,0.43866666666666665
77,0.19866666666666663,22.236809593023256,0.11333333333333333,0,0.20933333333333337,2.1914651493598862,0.11066666666666665,0.0,22,0,2.0,0,0.19866666666666663
78,0.1906666666666666,18.283766233766233,0.10533333333333329,0,0.16666666666666657,2.2564366998577525,0.1826666666666666,0.0,18,0,2.0,0,0.1906666666666666
79,0.16266666666666668,40.358277511961724,2.104267425320057,0,0.2533333333333333,4.2542608076854656,0.06133333333333334,0.0,40,2,4.0,0,0.16266666666666668
80,0.284,10.290535714285713,2.1385135135135136,0,0.26533333333333325,16.168836540190615,0.16933333333333328,0.0,10,2,16.0,0,0.284
81,0.30133333333333323,20.242714932126695,2.1097083926031295,0,0.1413333333333333,12.196779388083735,0.10933333333333331,0.0,20,2,12.0,0,0.30133333333333323
82,0.3706666666666667,24.300930487137382,8.221037618113746,0,0.2026666666666666,14.200286944045912,0.07200000000000004,0.0,24,8,14.0,0,0.3706666666666667
83,0.296,14.251578192252511,0.10399999999999994,0,0.3653333333333333,22.180995639534885,0.1306666666666667,0.0,14,0,22.0,0,0.296
84,0.17733333333333337,0.34800000000000003,2.075675675675676,0,0.2093333333333334,12.172034353193773,0.09999999999999998,0.0,0,2,12.0,0,0.17733333333333337
85,0.21466666666666667,12.301180891035964,0.12666666666666662,0,0.2253333333333334,6.183867521367521,0.07333333333333329,0.0,12,0,6.0,0,0.21466666666666667
86,0.1626666666666668,6.241346153846154,4.113253869418253,0,0.14133333333333342,18.34296536796537,0.12800000000000006,0.0,6,4,18.0,0,0.1626666666666668
87,0.15600000000000008,14.318974175035867,4.100604874577478,0,0.2520000000000001,4.3679238569649526,0.08933333333333338,0.0,14,4,4.0,0,0.15600000000000008
88,0.17733333333333334,14.15803443328551,0.15066666666666673,0,0.2306666666666667,24.317952928297757,0.20666666666666672,0.0,14,0,24.0,0,0.17733333333333334
89,0.40800000000000003,16.23132530120482,0.088,0,0.2320000000000001,18.18538961038961,0.1093333333333334,0.0,16,0,18.0,0,0.40800000000000003
90,0.136,22.296220930232558,6.149786324786325,0,0.28800000000000003,12.191626409017713,0.13866666666666666,0.0,22,6,12.0,0,0.136
91,0.14799999999999994,4.190695605764099,0.13999999999999999,0,0.14533333333333331,18.17878787878788,0.1293333333333333,0.0,4,0,18.0,0,0.14799999999999994
92,0.19733333333333328,26.196187683284457,4.12186443693293,0,0.21066666666666659,6.315277777777778,0.07466666666666663,0.0,26,4,6.0,0,0.19733333333333328
93,0.18933333333333338,20.21031674208145,2.167105263157895,0,0.21066666666666664,32.44011920283107,0.042666666666666714,0.0,20,2,32.0,0,0.18933333333333338
94,0.19066666666666662,2.2360597439544807,2.133819345661451,0,0.21999999999999997,22.191933139534882,0.1373333333333333,0.0,2,2,22.0,0,0.19066666666666662
95,0.32799999999999996,18.19448051948052,8.131788197539668,0,0.2986666666666667,4.1902864259028645,0.08266666666666661,0.0,18,8,4.0,0,0.32799999999999996
96,0.13733333333333336,12.190284487385936,2.1236130867709813,0,0.3506666666666667,12.08840579710145,0.07333333333333336,0.0,12,2,12.0,0,0.13733333333333336
97,0.28933333333333333,18.206493506493505,6.145940170940171,0,0.16933333333333334,4.250969578366838,0.07066666666666666,0.0,18,6,4.0,0,0.28933333333333333
98,0.29600000000000004,14.236477761836442,0.14933333333333332,0,0.14666666666666658,2.274715504978663,0.17599999999999993,0.0,14,0,2.0,0,0.29600000000000004
99,0.3706666666666667,0.28800000000000003,0.10133333333333329,0,0.13333333333333325,4.209962640099627,0.10399999999999997,0.0,0,0,4.0,0,0.3706666666666667
